GeneID,LS,LS_EXP,SecondMax,RestMean,FoldDiff 
WBGene00000383,L1 larva Ce,113882,29010,11261.2,10.11277661
WBGene00000386,adult Ce,8598,4872,3253.4,2.642773714
WBGene00000387,elongating embryo Ce,28794,3459,1742.8,16.52168924
WBGene00000390,L1 larva Ce,60556,29672,12128.6,4.992826872
WBGene00000391,L1 larva Ce,9440,3011,1151.6,8.197290726
WBGene00000393,L1 larva Ce,12298,4623,2346,5.242114237
WBGene00000395,elongating embryo Ce,38525,3177,1946.2,19.7949851
WBGene00000396,elongating embryo Ce,83580,27975,10212.8,8.183847721
WBGene00000397,elongating embryo Ce,18763,6381,1914.8,9.798934615
WBGene00000399,L2 larva Ce,5818,5818,2318,2.509922347
WBGene00000399,L3 larva Ce,11124,5818,1256.8,8.851050286
WBGene00000401,elongating embryo Ce,7238,5008,1276,5.672413793
WBGene00000401,L1 larva Ce,5008,5008,1722,2.908246225
WBGene00000402,L2 larva Ce,7474,7474,2756,2.711901306
WBGene00000402,L3 larva Ce,12830,7474,1684.8,7.615147198
WBGene00000403,L1 larva Ce,400919,60422,20194.6,19.85278243
WBGene00000405,elongating embryo Ce,9445,7020,3534.8,2.672004074
WBGene00000407,L1 larva Ce,11202,3638,2111.6,5.304982004
WBGene00000409,elongating embryo Ce,6061,4682,2904.6,2.086690078
WBGene00000411,elongating embryo Ce,19880,14065,6919,2.873247579
WBGene00000413,elongating embryo Ce,5416,2908,1773.8,3.05333183
WBGene00000414,elongating embryo Ce,26571,26571,8128.6,3.268828581
WBGene00000414,L1 larva Ce,31068,26571,7229.2,4.297570962
WBGene00000415,L1 larva Ce,64430,10889,6866.8,9.382827518
WBGene00000417,adult Ce,9487,5597,2462,3.853371243
WBGene00000418,elongating embryo Ce,5362,4270,1825.6,2.937116564
WBGene00000419,L1 larva Ce,10865,8282,5029,2.160469278
WBGene00000420,L1 larva Ce,10023,4352,1986.2,5.046319605
WBGene00000421,dauer larva Ce,23682,20459,11239.2,2.107089473
WBGene00000424,L1 larva Ce,16136,6087,2709.6,5.955122527
WBGene00000425,elongating embryo Ce,8164,2329,1417.6,5.759029345
WBGene00000426,L1 larva Ce,7104,4872,2866.8,2.478024278
WBGene00000431,L1 larva Ce,5383,3510,1019.2,5.281593407
WBGene00000437,elongating embryo Ce,8153,8153,2894.2,2.817013337
WBGene00000437,L1 larva Ce,9320,8153,2660.8,3.502705953
WBGene00000438,L1 larva Ce,16519,1104,463.4,35.64738886
WBGene00000441,L1 larva Ce,25291,5491,2163.8,11.68823366
WBGene00000443,elongating embryo Ce,33153,27807,7596.2,4.364419052
WBGene00000443,L1 larva Ce,27807,27807,8665.4,3.208969003
WBGene00000445,elongating embryo Ce,4863,3361,844.2,5.760483298
WBGene00000448,elongating embryo Ce,17600,17600,4779.4,3.682470603
WBGene00000448,L1 larva Ce,19571,17600,4385.2,4.462966341
WBGene00000449,elongating embryo Ce,7071,5053,1311.2,5.392769982
WBGene00000449,L1 larva Ce,5053,5053,1714.8,2.946699324
WBGene00000453,elongating embryo Ce,21427,21427,5664.8,3.782481288
WBGene00000453,L1 larva Ce,21923,21427,5565.6,3.939018255
WBGene00000455,elongating embryo Ce,8992,8992,3207,2.803866542
WBGene00000455,L1 larva Ce,14126,8992,2180.2,6.47922209
WBGene00000458,elongating embryo Ce,7959,7959,3859.6,2.062130791
WBGene00000458,L1 larva Ce,15722,7959,2307,6.81491114
WBGene00000459,L1 larva Ce,42887,17186,7997.8,5.362349646
WBGene00000460,L1 larva Ce,7737,1951,829.4,9.32843019
WBGene00000463,elongating embryo Ce,13474,4600,1445.6,9.320697288
WBGene00000464,elongating embryo Ce,18633,18633,6746,2.762081233
WBGene00000464,L1 larva Ce,19398,18633,6593,2.942211436
WBGene00000465,adult Ce,131827,1988,1263.4,104.3430426
WBGene00000466,elongating embryo Ce,7718,5373,3044.4,2.535146498
WBGene00000469,elongating embryo Ce,40677,540,147.8,275.2165088
WBGene00000472,L1 larva Ce,421585,146722,51744.8,8.147388723
WBGene00000473,adult Ce,47233,3837,2084.4,22.66023796
WBGene00000474,adult Ce,15703,3286,1508,10.41312997
WBGene00000475,L1 larva Ce,83607,34163,22417.6,3.729525016
WBGene00000476,L1 larva Ce,7110,4248,1170.6,6.073808303
WBGene00000478,elongating embryo Ce,15042,13780,3321.6,4.528540462
WBGene00000478,L1 larva Ce,13780,13780,3574,3.855623951
WBGene00000479,L1 larva Ce,113106,99913,32140.8,3.519078554
WBGene00000479,adult Ce,99913,99913,34779.4,2.872763762
WBGene00000480,L1 larva Ce,33332,6725,4614.4,7.223474341
WBGene00000481,L1 larva Ce,5433,1153,351,15.47863248
WBGene00000482,elongating embryo Ce,32575,27459,10464,3.113054281
WBGene00000482,L1 larva Ce,27459,27459,11487.2,2.390399749
WBGene00000485,L1 larva Ce,6826,4498,1984.4,3.439830679
WBGene00000488,L1 larva Ce,5030,986,406.8,12.36479843
WBGene00000491,L1 larva Ce,4631,2034,926.2,5
WBGene00000493,elongating embryo Ce,5569,1182,688.2,8.092124382
WBGene00000496,adult Ce,26386,1220,715.6,36.8725545
WBGene00000497,elongating embryo Ce,4990,2950,1287,3.877233877
WBGene00000500,elongating embryo Ce,5054,3167,1812.8,2.787952339
WBGene00000501,L1 larva Ce,8828,2681,744.8,11.8528464
WBGene00000503,elongating embryo Ce,20295,20295,6759.8,3.002307761
WBGene00000503,L1 larva Ce,25533,20295,5712.2,4.469906516
WBGene00000507,L1 larva Ce,10148,4567,2415.6,4.20102666
WBGene00000508,L1 larva Ce,33091,10719,5799.6,5.705738327
WBGene00000509,L1 larva Ce,15613,4909,2199.4,7.098754206
WBGene00000510,L1 larva Ce,8363,2431,1091.6,7.66123122
WBGene00000516,elongating embryo Ce,27032,2956,981.4,27.54432443
WBGene00000517,L1 larva Ce,8089,3799,1884.6,4.292157487
WBGene00000518,L1 larva Ce,19152,1866,954.2,20.07126389
WBGene00000523,elongating embryo Ce,5843,1931,742,7.874663073
WBGene00000526,elongating embryo Ce,10287,3133,1070.8,9.60683601
WBGene00000527,L1 larva Ce,25461,7218,3613.6,7.045882223
WBGene00000528,L1 larva Ce,31084,19691,6050,5.13785124
WBGene00000528,dauer larva Ce,19691,19691,8328.6,2.364262901
WBGene00000529,L1 larva Ce,16280,5006,1284.4,12.67517907
WBGene00000530,dauer larva Ce,11794,4588,1491.4,7.9080059
WBGene00000531,L1 larva Ce,4714,344,202.2,23.31355094
WBGene00000532,L1 larva Ce,14890,9880,5149.2,2.891711334
WBGene00000535,dauer larva Ce,7248,3583,1578.2,4.592573818
WBGene00000536,L1 larva Ce,4452,3381,1615,2.756656347
WBGene00000542,L1 larva Ce,75301,41017,14770,5.098239675
WBGene00000545,L1 larva Ce,21603,8821,2915.6,7.4094526
WBGene00000547,L1 larva Ce,7582,4925,3776,2.007944915
WBGene00000548,elongating embryo Ce,34515,34515,16206.4,2.129714187
WBGene00000548,L1 larva Ce,49404,34515,13228.6,3.734635562
WBGene00000549,L1 larva Ce,20399,9677,7940.2,2.569078865
WBGene00000550,L1 larva Ce,35099,23691,16442.4,2.134664039
WBGene00000552,L1 larva Ce,376200,48689,29562.4,12.72562444
WBGene00000553,L1 larva Ce,17843,2888,1471.8,12.12325044
WBGene00000554,L1 larva Ce,39550,11303,4446.4,8.894836272
WBGene00000560,dauer larva Ce,4507,745,161,27.99378882
WBGene00000561,elongating embryo Ce,7389,489,235.2,31.41581633
WBGene00000564,L1 larva Ce,23783,6149,2849.2,8.34725537
WBGene00000565,L1 larva Ce,10418,4866,4134.8,2.519589823
WBGene00000566,elongating embryo Ce,15476,15476,5419.2,2.85577207
WBGene00000566,L1 larva Ce,15527,15476,5409,2.87058606
WBGene00000567,L1 larva Ce,37986,25482,15070.8,2.520503225
WBGene00000584,L1 larva Ce,8321,2236,743.6,11.190156
WBGene00000585,elongating embryo Ce,5707,3343,2181.2,2.616449661
WBGene00000591,elongating embryo Ce,22694,13991,4957.6,4.577618202
WBGene00000591,L1 larva Ce,13991,13991,6698.2,2.088770117
WBGene00000593,dauer larva Ce,17801,18,6.8,2617.794118
WBGene00000597,adult Ce,44368,232,98.8,449.0688259
WBGene00000599,L1 larva Ce,32111,32111,10692.4,3.003161124
WBGene00000599,L3 larva Ce,35687,32111,9977.2,3.57685523
WBGene00000603,L3 larva Ce,4566,2704,1056.2,4.323044878
WBGene00000606,L2 larva Ce,57452,12147,2514.2,22.85100628
WBGene00000608,adult Ce,61932,172,67.2,921.6071429
WBGene00000609,adult Ce,71952,148,61.4,1171.856678
WBGene00000613,dauer larva Ce,9411,65,30.8,305.5519481
WBGene00000614,dauer larva Ce,15522,12,7.2,2155.833333
WBGene00000615,L3 larva Ce,16408,651,205.2,79.96101365
WBGene00000616,L1 larva Ce,36438,11104,2836.8,12.84475465
WBGene00000617,dauer larva Ce,12479,10,6,2079.833333
WBGene00000618,L2 larva Ce,37581,4582,1010.6,37.18681971
WBGene00000620,dauer larva Ce,9810,126,52.2,187.9310345
WBGene00000627,dauer larva Ce,6236,27,9.2,677.826087
WBGene00000628,dauer larva Ce,12035,24,8.6,1399.418605
WBGene00000647,L3 larva Ce,6171,453,158.6,38.90920555
WBGene00000649,L2 larva Ce,18668,12900,2691.8,6.93513634
WBGene00000649,L3 larva Ce,12900,12900,3845.4,3.354657513
WBGene00000652,elongating embryo Ce,46661,2705,1592.8,29.29495229
WBGene00000656,adult Ce,76905,31248,7596.8,10.12334141
WBGene00000657,adult Ce,9736,121,57.2,170.2097902
WBGene00000660,dauer larva Ce,13016,66,21.8,597.0642202
WBGene00000665,L2 larva Ce,24220,8210,1687.4,14.35344317
WBGene00000666,L1 larva Ce,5852,1434,416.6,14.04704753
WBGene00000667,L3 larva Ce,6665,2561,885.6,7.525971093
WBGene00000668,adult Ce,35112,7217,1952,17.98770492
WBGene00000669,L1 larva Ce,19301,2788,1303.6,14.80592206
WBGene00000670,adult Ce,10833,63,30,361.1
WBGene00000672,L3 larva Ce,6459,4172,1491.8,4.329668856
WBGene00000673,L1 larva Ce,22270,22270,9487.6,2.347274337
WBGene00000673,adult Ce,22494,22270,9442.8,2.382132418
WBGene00000674,elongating embryo Ce,4684,1318,550.4,8.510174419
WBGene00000675,adult Ce,49146,1249,488.2,100.6677591
WBGene00000677,L1 larva Ce,32718,19281,8697.6,3.761727373
WBGene00000680,adult Ce,49367,166,53.8,917.6022305
WBGene00000681,L1 larva Ce,23011,9080,4890.6,4.705148653
WBGene00000682,dauer larva Ce,6569,62,15.8,415.7594937
WBGene00000692,L1 larva Ce,6118,1559,824.8,7.417555771
WBGene00000693,adult Ce,141316,350,141.8,996.5867419
WBGene00000695,elongating embryo Ce,44487,134,30.8,1444.383117
WBGene00000696,adult Ce,132803,324,145.6,912.1085165
WBGene00000698,adult Ce,133617,325,142.2,939.6413502
WBGene00000699,L2 larva Ce,10878,10878,4534.8,2.398782747
WBGene00000699,L3 larva Ce,18362,10878,3038,6.044107966
WBGene00000703,adult Ce,20079,586,180.2,111.4261931
WBGene00000712,adult Ce,16721,143,62.2,268.8263666
WBGene00000713,adult Ce,115904,271,105.2,1101.749049
WBGene00000715,L3 larva Ce,4453,4453,1173.2,3.795601773
WBGene00000715,adult Ce,5083,4453,1047.2,4.853896104
WBGene00000716,adult Ce,41572,141,43,966.7906977
WBGene00000717,L1 larva Ce,17270,17270,7299.8,2.365818242
WBGene00000717,L3 larva Ce,23477,17270,6058.4,3.875115542
WBGene00000718,L3 larva Ce,4475,422,186.4,24.00751073
WBGene00000720,L1 larva Ce,13896,7590,2060.8,6.743012422
WBGene00000720,L3 larva Ce,7590,7590,3322,2.284768212
WBGene00000722,L3 larva Ce,40734,10726,2540.8,16.03195844
WBGene00000731,dauer larva Ce,9404,250,149.4,62.94511379
WBGene00000732,L3 larva Ce,6459,5900,1465.4,4.407670261
WBGene00000732,adult Ce,5900,5900,1577.2,3.740806493
WBGene00000733,L1 larva Ce,90098,32118,11950.4,7.539329227
WBGene00000738,elongating embryo Ce,4517,1330,302.8,14.91743725
WBGene00000739,L1 larva Ce,32661,19260,6787.6,4.811862809
WBGene00000739,L3 larva Ce,19260,19260,9467.8,2.034263504
WBGene00000740,L1 larva Ce,14203,12674,4461.6,3.183387126
WBGene00000740,L3 larva Ce,12674,12674,4767.4,2.658472123
WBGene00000742,L3 larva Ce,12044,3240,1179.8,10.20850992
WBGene00000749,L3 larva Ce,14230,2666,1290.4,11.02758834
WBGene00000751,adult Ce,39234,122,49,800.6938776
WBGene00000752,adult Ce,8640,32,13,664.6153846
WBGene00000753,L3 larva Ce,5622,1474,410.2,13.70550951
WBGene00000754,adult Ce,94497,327,150.2,629.1411451
WBGene00000756,dauer larva Ce,12582,19,6.4,1965.9375
WBGene00000757,adult Ce,34141,279,115.8,294.8272884
WBGene00000761,L1 larva Ce,6835,3252,2392.2,2.857202575
WBGene00000762,L1 larva Ce,4675,3252,1609.8,2.904087464
WBGene00000766,L1 larva Ce,6150,3138,2121,2.899575672
WBGene00000768,L1 larva Ce,8508,5252,2557.6,3.326556146
WBGene00000772,adult Ce,7004,2428,1355.2,5.16824085
WBGene00000775,elongating embryo Ce,4525,1826,912,4.961622807
WBGene00000778,elongating embryo Ce,19590,1128,523,37.45697897
WBGene00000779,elongating embryo Ce,43570,38771,21276.4,2.04780884
WBGene00000781,L3 larva Ce,32401,19962,10545.8,3.072407973
WBGene00000782,L1 larva Ce,24288,1092,238.6,101.7937972
WBGene00000784,L3 larva Ce,62217,22477,10959.6,5.676940764
WBGene00000785,L2 larva Ce,38059,38059,16344.8,2.328508149
WBGene00000785,L3 larva Ce,63243,38059,11308,5.592766183
WBGene00000786,L1 larva Ce,56048,40900,24674.6,2.271485657
WBGene00000787,dauer larva Ce,23688,7707,2921.4,8.108441158
WBGene00000788,L1 larva Ce,33414,14159,11839.2,2.822319076
WBGene00000789,L1 larva Ce,59973,12832,7143.4,8.395581936
WBGene00000792,elongating embryo Ce,23507,4580,1796.6,13.08415897
WBGene00000793,L1 larva Ce,70337,3095,2089.4,33.66373121
WBGene00000794,adult Ce,4749,2061,1843.4,2.576217858
WBGene00000796,L1 larva Ce,14273,13879,5804.6,2.458911897
