Source Name	Comment[ENA_SAMPLE]	Comment[ENA_ALIAS]	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[genotype]	Characteristics[developmental stage]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[organism part]	Term Source REF	Term Accession Number	Characteristics[age]	Unit[time unit]	Characteristics[initial time point]	Description	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Comment[RIBOSOMAL_RNA_TREATMENTS]	Extract Name	Comment[library_name]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Protocol REF	Performer	Assay Name	Technology Type	Comment[technical replicate group]	Comment[ENA_EXPERIMENT]	Comment[INSTRUMENT_MODEL]	Comment[DATE_FIRST_PUBLIC]	Scan Name	Comment[ENA_RUN]	Comment[LINK_TO_PROTOCOLS]	Comment[Center]	Comment[FASTQ_URI]	Factor Value[developmental stage]	Term Source REF	Term Accession Number	Factor Value[sex]	Factor Value[organism part]	Term Source REF	Term Accession Number
SRS258085	SRS258085	Caenorhabditis elegans N2 early embryo EE_50-30 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-30 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 30 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-30  Local library name: N2_EE_50-30  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258085 extract_PAIRED	N2_EE_50-30	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX092372	sequencing assay	50	SRX092372	Illumina HiSeq 2000	23/08/2011	SRR332924_2	SRR332924	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/SRR332924/SRR332924_2.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258085	SRS258085	Caenorhabditis elegans N2 early embryo EE_50-30 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-30 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 30 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-30  Local library name: N2_EE_50-30  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258085 extract_SINGLE	N2_EE_50-30	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40471	UWGS-RW	SRX099908	sequencing assay	50	SRX099908	Illumina HiSeq 2000	08/10/2011	SRR350956	SRR350956	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350956/SRR350956.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258085	SRS258085	Caenorhabditis elegans N2 early embryo EE_50-30 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-30 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 30 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-30  Local library name: N2_EE_50-30  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258085 extract_SINGLE	N2_EE_50-30	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40471	UWGS-RW	SRX099907	sequencing assay	50	SRX099907	Illumina HiSeq 2000	08/10/2011	SRR350957	SRR350957	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350957/SRR350957.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258085	SRS258085	Caenorhabditis elegans N2 early embryo EE_50-30 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-30 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 30 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-30  Local library name: N2_EE_50-30  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258085 extract_PAIRED	N2_EE_50-30	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX103650	sequencing assay	50	SRX103650	Illumina HiSeq 2000	01/11/2011	SRR359065_1	SRR359065	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/SRR359065/SRR359065_1.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258085	SRS258085	Caenorhabditis elegans N2 early embryo EE_50-30 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-30 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 30 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-30  Local library name: N2_EE_50-30  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258085 extract_PAIRED	N2_EE_50-30	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX103650	sequencing assay	50	SRX103650	Illumina HiSeq 2000	01/11/2011	SRR359065_2	SRR359065	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/SRR359065/SRR359065_2.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258165	SRS258165	Caenorhabditis elegans N2 early embryo EE_50-0 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-0 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 0 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-0  Local library name: N2_EE_50-0  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline 1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline 1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258165 extract_PAIRED	N2_EE_50-0	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40470	UWGS-RW	SRX092477	sequencing assay	51	SRX092477	Illumina Genome Analyzer II	23/08/2011	SRR332921_1	SRR332921	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/SRR332921/SRR332921_1.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258165	SRS258165	Caenorhabditis elegans N2 early embryo EE_50-0 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-0 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 0 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-0  Local library name: N2_EE_50-0  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline 1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline 1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258165 extract_PAIRED	N2_EE_50-0	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40470	UWGS-RW	SRX092477	sequencing assay	51	SRX092477	Illumina Genome Analyzer II	23/08/2011	SRR332921_2	SRR332921	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/SRR332921/SRR332921_2.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258165	SRS258165	Caenorhabditis elegans N2 early embryo EE_50-0 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-0 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 0 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-0  Local library name: N2_EE_50-0  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline 1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline 1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258165 extract_PAIRED	N2_EE_50-0	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX092478	sequencing assay	51	SRX092478	Illumina HiSeq 2000	23/08/2011	SRR332922_1	SRR332922	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/SRR332922/SRR332922_1.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258165	SRS258165	Caenorhabditis elegans N2 early embryo EE_50-0 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-0 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 0 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-0  Local library name: N2_EE_50-0  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline 1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline 1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258165 extract_PAIRED	N2_EE_50-0	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX092478	sequencing assay	51	SRX092478	Illumina HiSeq 2000	23/08/2011	SRR332922_2	SRR332922	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/SRR332922/SRR332922_2.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258165	SRS258165	Caenorhabditis elegans N2 early embryo EE_50-0 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-0 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 0 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-0  Local library name: N2_EE_50-0  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline 1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline 1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258165 extract_SINGLE	N2_EE_50-0	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40471	UWGS-RW	SRX099902	sequencing assay	51	SRX099902	Illumina HiSeq 2000	08/10/2011	SRR350954	SRR350954	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350954/SRR350954.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258165	SRS258165	Caenorhabditis elegans N2 early embryo EE_50-0 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-0 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 0 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-0  Local library name: N2_EE_50-0  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline 1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline 1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258165 extract_SINGLE	N2_EE_50-0	cDNA	TRANSCRIPTOMIC	EST	SINGLE	P-MTAB-40471	UWGS-RW	SRX099901	sequencing assay	51	SRX099901	Illumina HiSeq 2000	08/10/2011	SRR350955	SRR350955	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR350/SRR350955/SRR350955.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258165	SRS258165	Caenorhabditis elegans N2 early embryo EE_50-0 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-0 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 0 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-0  Local library name: N2_EE_50-0  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline 1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline 1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258165 extract_PAIRED	N2_EE_50-0	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX103649	sequencing assay	51	SRX103649	Illumina HiSeq 2000	01/11/2011	SRR359063_1	SRR359063	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/SRR359063/SRR359063_1.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258165	SRS258165	Caenorhabditis elegans N2 early embryo EE_50-0 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-0 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 0 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-0  Local library name: N2_EE_50-0  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline 1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline 1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258165 extract_PAIRED	N2_EE_50-0	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX103649	sequencing assay	51	SRX103649	Illumina HiSeq 2000	01/11/2011	SRR359063_2	SRR359063	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR359/SRR359063/SRR359063_2.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258165	SRS258165	Caenorhabditis elegans N2 early embryo EE_50-0 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-0 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 0 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-0  Local library name: N2_EE_50-0  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline 1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline 1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258165 extract_PAIRED	N2_EE_50-0	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX092478	sequencing assay	51	SRX092478	Illumina HiSeq 2000	23/08/2011	SRR478539_1	SRR478539	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/SRR478539/SRR478539_1.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258165	SRS258165	Caenorhabditis elegans N2 early embryo EE_50-0 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	-150	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-0 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 0 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-0  Local library name: N2_EE_50-0  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline 1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline 1.7 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258165 extract_PAIRED	N2_EE_50-0	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX092478	sequencing assay	51	SRX092478	Illumina HiSeq 2000	23/08/2011	SRR478539_2	SRR478539	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR478/SRR478539/SRR478539_2.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258166	SRS258166	Caenorhabditis elegans N2 early embryo EE_50-90 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	50-200	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-90 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 90 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-90  Local library name: N2_EE_50-90  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp. Flowcell B00TWABXX was processed with GAPipeline1.12 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258166 extract_PAIRED	N2_EE_50-90	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40470	UWGS-RW	SRX092480	sequencing assay	52	SRX092480	Illumina Genome Analyzer II	23/08/2011	SRR332925_1	SRR332925	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/SRR332925/SRR332925_1.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258166	SRS258166	Caenorhabditis elegans N2 early embryo EE_50-90 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	50-200	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-90 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 90 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-90  Local library name: N2_EE_50-90  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp. Flowcell B00TWABXX was processed with GAPipeline1.12 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258166 extract_PAIRED	N2_EE_50-90	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40470	UWGS-RW	SRX092480	sequencing assay	52	SRX092480	Illumina Genome Analyzer II	23/08/2011	SRR332925_2	SRR332925	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/SRR332925/SRR332925_2.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258166	SRS258166	Caenorhabditis elegans N2 early embryo EE_50-90 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	50-200	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-90 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 90 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-90  Local library name: N2_EE_50-90  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp. Flowcell B00TWABXX was processed with GAPipeline1.12 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258166 extract_PAIRED	N2_EE_50-90	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX092479	sequencing assay	52	SRX092479	Illumina HiSeq 2000	23/08/2011	SRR332926_1	SRR332926	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/SRR332926/SRR332926_1.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
SRS258166	SRS258166	Caenorhabditis elegans N2 early embryo EE_50-90 RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833	50-200	minute	cleavage of the egg cell	Illumina sequencing of C. elegans N2 early embryo EE_50-90 polyA+ RNAseq random  fragment library  Make eggs, hatch in the absence of food to get them all in L1 arrest, add food  and wait 50 hours. Eggs are then harvested from the adults -- just a few have  an egg or two. Then the eggs are incubated for 90 minutes.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_EE_50-90  Local library name: N2_EE_50-90  Quality values are ASCII encoded Phred + 33.  Flowcell 62UHPAAXX was processed with GAPipeline1.8 and is 76bp. Flowcell B007UABXX was processed with GAPipeline1.7 and is 100bp. Flowcell B00TWABXX was processed with GAPipeline1.12 and is 100bp.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS258166 extract_PAIRED	N2_EE_50-90	cDNA	TRANSCRIPTOMIC	EST	PAIRED	P-MTAB-40471	UWGS-RW	SRX092479	sequencing assay	52	SRX092479	Illumina HiSeq 2000	23/08/2011	SRR332926_2	SRR332926	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/SRR332926/SRR332926_2.fastq.gz	proliferating embryo Ce	WBls	WBls:0000004	hermaphrodite	organism	WBbt	WBbt:0007833
